age,gender,split,final,split_seconds,final_seconds,split_hours,final_hours,second_half_hours,slowdown_minutes,female,under_4h,under_3h30,negative_split
25,M,01:20:50,02:42:42,4850,9762,1.3472222222222223,2.7116666666666664,1.3644444444444443,1.0333333333333334,0,1,1,0
27,M,01:15:19,02:43:18,4519,9798,1.2552777777777777,2.7216666666666667,1.466388888888889,12.666666666666666,0,1,1,0
33,W,01:18:51,02:43:40,4731,9820,1.3141666666666667,2.727777777777778,1.4136111111111112,5.966666666666667,1,1,1,0
29,M,01:19:48,02:43:41,4788,9821,1.33,2.7280555555555557,1.3980555555555556,4.083333333333333,0,1,1,0
29,W,01:20:48,02:43:43,4848,9823,1.3466666666666667,2.7286111111111113,1.3819444444444444,2.1166666666666667,1,1,1,0
32,M,01:20:25,02:43:49,4825,9829,1.3402777777777777,2.730277777777778,1.39,2.9833333333333334,0,1,1,0
28,M,01:18:41,02:44:10,4721,9850,1.311388888888889,2.736111111111111,1.4247222222222222,6.8,0,1,1,0
30,M,01:17:20,02:44:16,4640,9856,1.288888888888889,2.7377777777777776,1.448888888888889,9.6,0,1,1,0
29,M,01:21:31,02:44:22,4891,9862,1.3586111111111112,2.7394444444444446,1.3808333333333334,1.3333333333333333,0,1,1,0
36,M,01:22:05,02:45:45,4925,9945,1.3680555555555556,2.7625,1.3944444444444444,1.5833333333333333,0,1,1,0
34,M,01:20:08,02:45:50,4808,9950,1.3355555555555556,2.763888888888889,1.4283333333333332,5.566666666666666,0,1,1,0
41,M,01:20:12,02:45:54,4812,9954,1.3366666666666667,2.765,1.4283333333333332,5.5,0,1,1,0
22,M,01:15:58,02:45:54,4558,9954,1.2661111111111112,2.765,1.498888888888889,13.966666666666667,0,1,1,0
43,M,01:18:11,02:45:56,4691,9956,1.3030555555555556,2.7655555555555558,1.4625,9.566666666666666,0,1,1,0
32,M,01:17:37,02:46:47,4657,10007,1.293611111111111,2.7797222222222224,1.4861111111111112,11.55,0,1,1,0
23,W,01:20:48,02:46:50,4848,10010,1.3466666666666667,2.7805555555555554,1.433888888888889,5.233333333333333,1,1,1,0
32,M,01:17:41,02:47:14,4661,10034,1.2947222222222223,2.7872222222222223,1.4925,11.866666666666667,0,1,1,0
41,M,01:14:49,02:47:22,4489,10042,1.2469444444444444,2.7894444444444444,1.5425,17.733333333333334,0,1,1,0
44,M,01:23:37,02:47:48,5017,10068,1.3936111111111111,2.796666666666667,1.4030555555555555,0.5666666666666667,0,1,1,0
47,M,01:23:27,02:48:03,5007,10083,1.3908333333333334,2.8008333333333333,1.41,1.15,0,1,1,0
29,M,01:19:03,02:48:10,4743,10090,1.3175,2.8027777777777776,1.4852777777777777,10.066666666666666,0,1,1,0
40,M,01:22:19,02:48:18,4939,10098,1.3719444444444444,2.805,1.4330555555555555,3.6666666666666665,0,1,1,0
34,M,01:25:35,02:48:34,5135,10114,1.426388888888889,2.8094444444444444,1.3830555555555555,-2.6,0,1,1,1
35,M,01:24:00,02:48:58,5040,10138,1.4,2.8161111111111112,1.416111111111111,0.9666666666666667,0,1,1,0
41,M,01:19:34,02:49:51,4774,10191,1.326111111111111,2.8308333333333335,1.5047222222222223,10.716666666666667,0,1,1,0
42,M,01:21:24,02:50:16,4884,10216,1.3566666666666667,2.8377777777777777,1.481111111111111,7.466666666666667,0,1,1,0
38,W,01:24:26,02:50:23,5066,10223,1.4072222222222222,2.839722222222222,1.4325,1.5166666666666666,1,1,1,0
29,M,01:23:43,02:50:32,5023,10232,1.3952777777777778,2.8422222222222224,1.4469444444444444,3.1,0,1,1,0
29,M,01:15:17,02:50:40,4517,10240,1.2547222222222223,2.8444444444444446,1.5897222222222223,20.1,0,1,1,0
34,W,01:24:13,02:50:53,5053,10253,1.4036111111111111,2.8480555555555553,1.4444444444444444,2.45,1,1,1,0
34,M,01:19:47,02:50:55,4787,10255,1.3297222222222222,2.848611111111111,1.518888888888889,11.35,0,1,1,0
39,M,01:21:50,02:51:01,4910,10261,1.363888888888889,2.850277777777778,1.486388888888889,7.35,0,1,1,0
34,M,01:17:57,02:51:10,4677,10270,1.2991666666666666,2.852777777777778,1.553611111111111,15.266666666666667,0,1,1,0
30,M,01:22:13,02:51:11,4933,10271,1.3702777777777777,2.8530555555555557,1.4827777777777778,6.75,0,1,1,0
42,M,01:25:35,02:51:27,5135,10287,1.426388888888889,2.8575,1.431111111111111,0.2833333333333333,0,1,1,0
48,M,01:23:37,02:51:35,5017,10295,1.3936111111111111,2.859722222222222,1.4661111111111111,4.35,0,1,1,0
35,M,01:23:52,02:51:38,5032,10298,1.3977777777777778,2.8605555555555555,1.4627777777777777,3.9,0,1,1,0
28,M,01:23:01,02:51:49,4981,10309,1.3836111111111111,2.863611111111111,1.48,5.783333333333333,0,1,1,0
35,M,01:21:22,02:51:54,4882,10314,1.356111111111111,2.865,1.508888888888889,9.166666666666666,0,1,1,0
39,M,01:23:17,02:51:58,4997,10318,1.3880555555555556,2.866111111111111,1.4780555555555555,5.4,0,1,1,0
42,M,01:19:36,02:51:59,4776,10319,1.3266666666666667,2.866388888888889,1.5397222222222222,12.783333333333333,0,1,1,0
34,M,01:24:20,02:52:21,5060,10341,1.4055555555555554,2.8725,1.4669444444444444,3.683333333333333,0,1,1,0
25,M,01:25:50,02:52:27,5150,10347,1.4305555555555556,2.8741666666666665,1.4436111111111112,0.7833333333333333,0,1,1,0
40,M,01:23:26,02:53:06,5006,10386,1.3905555555555555,2.885,1.4944444444444445,6.233333333333333,0,1,1,0
29,M,01:22:23,02:53:17,4943,10397,1.3730555555555555,2.8880555555555554,1.515,8.516666666666667,0,1,1,0
38,M,01:21:43,02:53:27,4903,10407,1.3619444444444444,2.890833333333333,1.528888888888889,10.016666666666667,0,1,1,0
31,M,01:27:01,02:53:32,5221,10412,1.4502777777777778,2.8922222222222222,1.4419444444444445,-0.5,0,1,1,1
41,M,01:26:28,02:53:35,5188,10415,1.441111111111111,2.8930555555555557,1.4519444444444445,0.65,0,1,1,0
51,M,01:25:36,02:53:47,5136,10427,1.4266666666666667,2.8963888888888887,1.4697222222222222,2.5833333333333335,0,1,1,0
29,W,01:28:06,02:53:50,5286,10430,1.4683333333333333,2.897222222222222,1.4288888888888889,-2.3666666666666667,1,1,1,1
42,M,01:26:39,02:54:04,5199,10444,1.4441666666666666,2.901111111111111,1.4569444444444444,0.7666666666666667,0,1,1,0
25,W,01:25:23,02:54:18,5123,10458,1.4230555555555555,2.905,1.4819444444444445,3.533333333333333,1,1,1,0
39,W,01:26:15,02:54:24,5175,10464,1.4375,2.9066666666666667,1.4691666666666667,1.9,1,1,1,0
46,M,01:23:12,02:54:31,4992,10471,1.3866666666666667,2.908611111111111,1.5219444444444445,8.116666666666667,0,1,1,0
36,M,01:26:29,02:54:31,5189,10471,1.4413888888888888,2.908611111111111,1.4672222222222222,1.55,0,1,1,0
37,M,01:22:26,02:54:42,4946,10482,1.373888888888889,2.9116666666666666,1.5377777777777777,9.833333333333334,0,1,1,0
46,M,01:25:28,02:54:52,5128,10492,1.4244444444444444,2.9144444444444444,1.49,3.933333333333333,0,1,1,0
41,M,01:22:21,02:55:03,4941,10503,1.3725,2.9175,1.545,10.35,0,1,1,0
43,M,01:24:33,02:55:15,5073,10515,1.4091666666666667,2.9208333333333334,1.5116666666666667,6.15,0,1,1,0
45,M,01:23:32,02:55:18,5012,10518,1.3922222222222222,2.921666666666667,1.5294444444444444,8.233333333333333,0,1,1,0
40,M,01:23:39,02:55:25,5019,10525,1.3941666666666668,2.923611111111111,1.5294444444444444,8.116666666666667,0,1,1,0
30,M,01:24:13,02:55:48,5053,10548,1.4036111111111111,2.93,1.5263888888888888,7.366666666666666,0,1,1,0
40,M,01:27:16,02:56:07,5236,10567,1.4544444444444444,2.935277777777778,1.4808333333333332,1.5833333333333333,0,1,1,0
34,M,01:25:48,02:56:13,5148,10573,1.43,2.9369444444444444,1.5069444444444444,4.616666666666666,0,1,1,0
42,M,01:23:05,02:56:27,4985,10587,1.3847222222222222,2.9408333333333334,1.556111111111111,10.283333333333333,0,1,1,0
22,W,01:26:02,02:56:39,5162,10599,1.433888888888889,2.944166666666667,1.5102777777777778,4.583333333333333,1,1,1,0
34,M,01:23:18,02:56:48,4998,10608,1.3883333333333334,2.9466666666666668,1.5583333333333333,10.2,0,1,1,0
49,M,01:27:00,02:56:49,5220,10609,1.45,2.9469444444444446,1.4969444444444444,2.816666666666667,0,1,1,0
28,W,01:24:16,02:56:53,5056,10613,1.4044444444444444,2.9480555555555554,1.543611111111111,8.35,1,1,1,0
33,M,01:27:02,02:56:58,5222,10618,1.4505555555555556,2.9494444444444445,1.498888888888889,2.9,0,1,1,0
46,M,01:24:35,02:57:06,5075,10626,1.4097222222222223,2.9516666666666667,1.5419444444444443,7.933333333333334,0,1,1,0
25,M,01:22:50,02:57:10,4970,10630,1.3805555555555555,2.952777777777778,1.5722222222222222,11.5,0,1,1,0
34,M,01:24:34,02:57:27,5074,10647,1.4094444444444445,2.9575,1.5480555555555555,8.316666666666666,0,1,1,0
43,M,01:26:26,02:57:28,5186,10648,1.4405555555555556,2.957777777777778,1.5172222222222222,4.6,0,1,1,0
49,M,01:25:19,02:57:32,5119,10652,1.4219444444444445,2.9588888888888887,1.5369444444444444,6.9,0,1,1,0
47,M,01:25:21,02:57:40,5121,10660,1.4225,2.9611111111111112,1.5386111111111112,6.966666666666667,0,1,1,0
46,M,01:27:21,02:57:41,5241,10661,1.4558333333333333,2.961388888888889,1.5055555555555555,2.9833333333333334,0,1,1,0
39,M,01:25:57,02:57:47,5157,10667,1.4325,2.9630555555555556,1.5305555555555554,5.883333333333334,0,1,1,0
34,M,01:28:15,02:57:59,5295,10679,1.4708333333333334,2.966388888888889,1.4955555555555555,1.4833333333333334,0,1,1,0
44,M,01:26:30,02:58:02,5190,10682,1.4416666666666667,2.9672222222222224,1.5255555555555556,5.033333333333333,0,1,1,0
42,M,01:27:31,02:58:09,5251,10689,1.458611111111111,2.9691666666666667,1.5105555555555557,3.1166666666666667,0,1,1,0
35,M,01:26:33,02:58:12,5193,10692,1.4425,2.97,1.5275,5.1,0,1,1,0
30,M,01:29:25,02:58:26,5365,10706,1.4902777777777778,2.973888888888889,1.4836111111111112,-0.4,0,1,1,1
31,M,01:29:22,02:58:28,5362,10708,1.4894444444444443,2.9744444444444444,1.485,-0.26666666666666666,0,1,1,1
39,M,01:23:05,02:58:40,4985,10720,1.3847222222222222,2.977777777777778,1.5930555555555554,12.5,0,1,1,0
41,M,01:27:40,02:58:45,5260,10725,1.461111111111111,2.9791666666666665,1.5180555555555555,3.4166666666666665,0,1,1,0
37,M,01:26:43,02:58:49,5203,10729,1.4452777777777779,2.980277777777778,1.535,5.383333333333334,0,1,1,0
42,M,01:29:57,02:58:51,5397,10731,1.4991666666666668,2.9808333333333334,1.4816666666666667,-1.05,0,1,1,1
38,M,01:27:46,02:58:56,5266,10736,1.4627777777777777,2.982222222222222,1.5194444444444444,3.4,0,1,1,0
25,M,01:24:14,02:59:02,5054,10742,1.403888888888889,2.983888888888889,1.58,10.566666666666666,0,1,1,0
41,M,01:21:08,02:59:09,4868,10749,1.3522222222222222,2.9858333333333333,1.6336111111111111,16.883333333333333,0,1,1,0
33,M,01:24:48,02:59:15,5088,10755,1.4133333333333333,2.9875,1.5741666666666667,9.65,0,1,1,0
26,M,01:23:12,02:59:20,4992,10760,1.3866666666666667,2.988888888888889,1.6022222222222222,12.933333333333334,0,1,1,0
40,M,01:26:05,02:59:24,5165,10764,1.4347222222222222,2.99,1.5552777777777778,7.233333333333333,0,1,1,0
35,M,01:28:40,02:59:30,5320,10770,1.4777777777777779,2.9916666666666667,1.5138888888888888,2.1666666666666665,0,1,1,0
24,M,01:24:08,02:59:32,5048,10772,1.4022222222222223,2.9922222222222223,1.59,11.266666666666667,0,1,1,0
31,M,01:27:57,02:59:45,5277,10785,1.4658333333333333,2.995833333333333,1.53,3.85,0,1,1,0
42,M,01:27:21,02:59:52,5241,10792,1.4558333333333333,2.997777777777778,1.5419444444444443,5.166666666666667,0,1,1,0
44,M,01:27:00,02:59:52,5220,10792,1.45,2.997777777777778,1.5477777777777777,5.866666666666666,0,1,1,0
45,M,01:27:47,02:59:56,5267,10796,1.4630555555555556,2.9988888888888887,1.5358333333333334,4.366666666666666,0,1,1,0
36,M,01:26:17,02:59:57,5177,10797,1.4380555555555556,2.9991666666666665,1.5611111111111111,7.383333333333334,0,1,1,0
24,M,01:27:45,03:00:01,5265,10801,1.4625,3.000277777777778,1.5377777777777777,4.516666666666667,0,1,1,0
34,M,01:25:48,03:00:11,5148,10811,1.43,3.0030555555555556,1.5730555555555557,8.583333333333334,0,1,1,0
30,M,01:30:13,03:00:14,5413,10814,1.503611111111111,3.003888888888889,1.5002777777777778,-0.2,0,1,1,1
35,M,01:25:32,03:00:25,5132,10825,1.4255555555555555,3.0069444444444446,1.581388888888889,9.35,0,1,1,0
34,M,01:29:51,03:00:27,5391,10827,1.4975,3.0075,1.51,0.75,0,1,1,0
60,M,01:25:30,03:00:31,5130,10831,1.425,3.008611111111111,1.583611111111111,9.516666666666667,0,1,1,0
38,M,01:23:52,03:00:52,5032,10852,1.3977777777777778,3.0144444444444445,1.6166666666666667,13.133333333333333,0,1,1,0
28,M,01:28:30,03:00:56,5310,10856,1.475,3.0155555555555558,1.5405555555555555,3.933333333333333,0,1,1,0
37,M,01:29:37,03:00:56,5377,10856,1.493611111111111,3.0155555555555558,1.5219444444444445,1.7,0,1,1,0
40,M,01:26:24,03:01:05,5184,10865,1.44,3.0180555555555557,1.5780555555555555,8.283333333333333,0,1,1,0
45,M,01:22:45,03:01:07,4965,10867,1.3791666666666667,3.018611111111111,1.6394444444444445,15.616666666666667,0,1,1,0
26,M,01:25:25,03:01:10,5125,10870,1.4236111111111112,3.0194444444444444,1.5958333333333334,10.333333333333334,0,1,1,0
31,M,01:26:58,03:01:12,5218,10872,1.4494444444444445,3.02,1.5705555555555555,7.266666666666667,0,1,1,0
39,M,01:27:25,03:01:44,5245,10904,1.4569444444444444,3.028888888888889,1.5719444444444444,6.9,0,1,1,0
38,M,01:26:57,03:01:48,5217,10908,1.4491666666666667,3.03,1.5808333333333333,7.9,0,1,1,0
40,M,01:28:20,03:01:49,5300,10909,1.4722222222222223,3.0302777777777776,1.5580555555555555,5.15,0,1,1,0
30,M,01:26:01,03:01:57,5161,10917,1.4336111111111112,3.0325,1.5988888888888888,9.916666666666666,0,1,1,0
47,M,01:25:09,03:01:59,5109,10919,1.4191666666666667,3.0330555555555554,1.613888888888889,11.683333333333334,0,1,1,0
35,M,01:26:03,03:02:15,5163,10935,1.4341666666666666,3.0375,1.6033333333333333,10.15,0,1,1,0
37,M,01:27:29,03:02:17,5249,10937,1.4580555555555557,3.0380555555555557,1.58,7.316666666666666,0,1,1,0
46,M,01:29:00,03:02:25,5340,10945,1.4833333333333334,3.040277777777778,1.5569444444444445,4.416666666666667,0,1,1,0
41,M,01:29:52,03:02:29,5392,10949,1.4977777777777779,3.0413888888888887,1.543611111111111,2.75,0,1,1,0
51,M,01:28:03,03:02:42,5283,10962,1.4675,3.045,1.5775,6.6,0,1,1,0
26,M,01:29:00,03:02:42,5340,10962,1.4833333333333334,3.045,1.5616666666666668,4.7,0,1,1,0
46,M,01:24:05,03:02:46,5045,10966,1.4013888888888888,3.046111111111111,1.6447222222222222,14.6,0,1,1,0
44,M,01:27:58,03:02:50,5278,10970,1.4661111111111111,3.047222222222222,1.5811111111111111,6.9,0,1,1,0
22,W,01:29:20,03:02:52,5360,10972,1.488888888888889,3.0477777777777777,1.558888888888889,4.2,1,1,1,0
56,M,01:28:33,03:02:53,5313,10973,1.4758333333333333,3.0480555555555555,1.5722222222222222,5.783333333333333,0,1,1,0
25,W,01:28:19,03:02:54,5299,10974,1.4719444444444445,3.0483333333333333,1.5763888888888888,6.266666666666667,1,1,1,0
38,M,01:27:45,03:03:07,5265,10987,1.4625,3.0519444444444446,1.5894444444444444,7.616666666666666,0,1,1,0
41,M,01:28:15,03:03:12,5295,10992,1.4708333333333334,3.0533333333333332,1.5825,6.7,0,1,1,0
24,M,01:33:02,03:03:15,5582,10995,1.5505555555555555,3.0541666666666667,1.503611111111111,-2.816666666666667,0,1,1,1
42,M,01:30:46,03:03:15,5446,10995,1.5127777777777778,3.0541666666666667,1.541388888888889,1.7166666666666666,0,1,1,0
29,M,01:29:22,03:03:27,5362,11007,1.4894444444444443,3.0575,1.5680555555555555,4.716666666666667,0,1,1,0
51,M,01:28:24,03:03:27,5304,11007,1.4733333333333334,3.0575,1.5841666666666667,6.65,0,1,1,0
31,M,01:29:42,03:03:28,5382,11008,1.495,3.057777777777778,1.5627777777777778,4.066666666666666,0,1,1,0
37,M,01:27:26,03:03:32,5246,11012,1.4572222222222222,3.0588888888888888,1.6016666666666666,8.666666666666666,0,1,1,0
44,M,01:28:08,03:03:42,5288,11022,1.468888888888889,3.0616666666666665,1.5927777777777778,7.433333333333334,0,1,1,0
31,M,01:28:11,03:04:15,5291,11055,1.4697222222222222,3.0708333333333333,1.6011111111111112,7.883333333333334,0,1,1,0
22,M,01:27:26,03:04:18,5246,11058,1.4572222222222222,3.0716666666666668,1.6144444444444443,9.433333333333334,0,1,1,0
26,M,01:26:47,03:04:29,5207,11069,1.446388888888889,3.0747222222222224,1.6283333333333334,10.916666666666666,0,1,1,0
30,M,01:21:29,03:04:35,4889,11075,1.3580555555555556,3.076388888888889,1.7183333333333333,21.616666666666667,0,1,1,0
44,M,01:29:42,03:04:37,5382,11077,1.495,3.0769444444444445,1.5819444444444444,5.216666666666667,0,1,1,0
38,M,01:29:35,03:04:42,5375,11082,1.4930555555555556,3.078333333333333,1.5852777777777778,5.533333333333333,0,1,1,0
34,M,01:30:01,03:04:56,5401,11096,1.5002777777777778,3.082222222222222,1.5819444444444444,4.9,0,1,1,0
40,M,01:26:15,03:05:00,5175,11100,1.4375,3.0833333333333335,1.6458333333333333,12.5,0,1,1,0
34,M,01:30:29,03:05:01,5429,11101,1.5080555555555555,3.0836111111111113,1.5755555555555556,4.05,0,1,1,0
46,M,01:31:18,03:05:07,5478,11107,1.5216666666666667,3.085277777777778,1.563611111111111,2.5166666666666666,0,1,1,0
29,M,01:30:07,03:05:14,5407,11114,1.5019444444444445,3.087222222222222,1.5852777777777778,5.0,0,1,1,0
49,M,01:30:33,03:05:17,5433,11117,1.5091666666666668,3.0880555555555556,1.5788888888888888,4.183333333333334,0,1,1,0
40,M,01:27:30,03:05:22,5250,11122,1.4583333333333333,3.0894444444444447,1.6311111111111112,10.366666666666667,0,1,1,0
25,M,01:29:18,03:05:24,5358,11124,1.4883333333333333,3.09,1.6016666666666666,6.8,0,1,1,0
60,M,01:29:39,03:05:27,5379,11127,1.4941666666666666,3.0908333333333333,1.5966666666666667,6.15,0,1,1,0
47,M,01:29:21,03:05:29,5361,11129,1.4891666666666667,3.091388888888889,1.6022222222222222,6.783333333333333,0,1,1,0
50,M,01:32:09,03:05:35,5529,11135,1.5358333333333334,3.0930555555555554,1.5572222222222223,1.2833333333333334,0,1,1,0
42,M,01:26:58,03:05:35,5218,11135,1.4494444444444445,3.0930555555555554,1.6436111111111111,11.65,0,1,1,0
39,M,01:31:44,03:05:39,5504,11139,1.528888888888889,3.0941666666666667,1.5652777777777778,2.183333333333333,0,1,1,0
28,M,01:30:03,03:05:44,5403,11144,1.5008333333333332,3.0955555555555554,1.5947222222222222,5.633333333333334,0,1,1,0
35,M,01:29:23,03:05:45,5363,11145,1.4897222222222222,3.095833333333333,1.606111111111111,6.983333333333333,0,1,1,0
39,M,01:27:38,03:05:48,5258,11148,1.4605555555555556,3.0966666666666667,1.636111111111111,10.533333333333333,0,1,1,0
43,M,01:31:41,03:05:49,5501,11149,1.5280555555555555,3.0969444444444445,1.568888888888889,2.45,0,1,1,0
28,M,01:31:35,03:05:49,5495,11149,1.5263888888888888,3.0969444444444445,1.5705555555555555,2.65,0,1,1,0
47,M,01:26:21,03:05:58,5181,11158,1.4391666666666667,3.0994444444444444,1.6602777777777777,13.266666666666667,0,1,1,0
24,M,01:23:45,03:05:59,5025,11159,1.3958333333333333,3.0997222222222223,1.7038888888888888,18.483333333333334,0,1,1,0
37,M,01:27:22,03:05:59,5242,11159,1.4561111111111111,3.0997222222222223,1.6436111111111111,11.25,0,1,1,0
51,M,01:32:39,03:06:20,5559,11180,1.5441666666666667,3.1055555555555556,1.561388888888889,1.0333333333333334,0,1,1,0
39,M,01:28:24,03:06:25,5304,11185,1.4733333333333334,3.1069444444444443,1.6336111111111111,9.616666666666667,0,1,1,0
41,M,01:33:14,03:06:34,5594,11194,1.5538888888888889,3.1094444444444442,1.5555555555555556,0.1,0,1,1,0
29,M,01:23:51,03:06:34,5031,11194,1.3975,3.1094444444444442,1.7119444444444445,18.866666666666667,0,1,1,0
48,M,01:30:32,03:06:35,5432,11195,1.508888888888889,3.109722222222222,1.6008333333333333,5.516666666666667,0,1,1,0
56,M,01:29:43,03:06:36,5383,11196,1.4952777777777777,3.11,1.6147222222222222,7.166666666666667,0,1,1,0
38,M,01:25:03,03:06:38,5103,11198,1.4175,3.1105555555555555,1.6930555555555555,16.533333333333335,0,1,1,0
44,M,01:28:11,03:06:52,5291,11212,1.4697222222222222,3.1144444444444446,1.6447222222222222,10.5,0,1,1,0
37,M,01:28:16,03:06:54,5296,11214,1.471111111111111,3.115,1.643888888888889,10.366666666666667,0,1,1,0
38,M,01:26:04,03:06:57,5164,11217,1.4344444444444444,3.1158333333333332,1.6813888888888888,14.816666666666666,0,1,1,0
50,M,01:30:37,03:07:01,5437,11221,1.5102777777777778,3.1169444444444445,1.6066666666666667,5.783333333333333,0,1,1,0
35,M,01:27:03,03:07:04,5223,11224,1.4508333333333334,3.117777777777778,1.6669444444444443,12.966666666666667,0,1,1,0
44,M,01:31:51,03:07:04,5511,11224,1.5308333333333333,3.117777777777778,1.5869444444444445,3.3666666666666667,0,1,1,0
43,M,01:27:17,03:07:07,5237,11227,1.4547222222222222,3.118611111111111,1.663888888888889,12.55,0,1,1,0
24,M,01:24:38,03:07:08,5078,11228,1.4105555555555556,3.118888888888889,1.7083333333333333,17.866666666666667,0,1,1,0
28,M,01:33:16,03:07:09,5596,11229,1.5544444444444445,3.1191666666666666,1.5647222222222221,0.6166666666666667,0,1,1,0
46,M,01:28:59,03:07:14,5339,11234,1.4830555555555556,3.1205555555555557,1.6375,9.266666666666667,0,1,1,0
24,W,01:32:15,03:07:14,5535,11234,1.5375,3.1205555555555557,1.5830555555555557,2.7333333333333334,1,1,1,0
43,M,01:26:58,03:07:19,5218,11239,1.4494444444444445,3.1219444444444444,1.6725,13.383333333333333,0,1,1,0
53,M,01:32:41,03:07:25,5561,11245,1.5447222222222223,3.123611111111111,1.5788888888888888,2.05,0,1,1,0
41,M,01:31:16,03:07:30,5476,11250,1.521111111111111,3.125,1.603888888888889,4.966666666666667,0,1,1,0
24,W,01:27:44,03:07:31,5264,11251,1.4622222222222223,3.125277777777778,1.6630555555555555,12.05,1,1,1,0
39,M,01:32:08,03:07:35,5528,11255,1.5355555555555556,3.126388888888889,1.5908333333333333,3.316666666666667,0,1,1,0
25,M,01:32:25,03:07:46,5545,11266,1.5402777777777779,3.1294444444444443,1.5891666666666666,2.933333333333333,0,1,1,0
29,M,01:31:00,03:07:51,5460,11271,1.5166666666666666,3.1308333333333334,1.6141666666666667,5.85,0,1,1,0
46,M,01:29:08,03:07:57,5348,11277,1.4855555555555555,3.1325,1.6469444444444445,9.683333333333334,0,1,1,0
20,M,01:26:21,03:08:08,5181,11288,1.4391666666666667,3.1355555555555554,1.696388888888889,15.433333333333334,0,1,1,0
26,W,01:32:07,03:08:12,5527,11292,1.5352777777777777,3.1366666666666667,1.601388888888889,3.966666666666667,1,1,1,0
43,M,01:30:36,03:08:17,5436,11297,1.51,3.1380555555555554,1.6280555555555556,7.083333333333333,0,1,1,0
37,W,01:33:43,03:08:20,5623,11300,1.5619444444444444,3.138888888888889,1.5769444444444445,0.9,1,1,1,0
48,M,01:30:24,03:08:33,5424,11313,1.5066666666666666,3.1425,1.6358333333333333,7.75,0,1,1,0
56,M,01:32:38,03:08:34,5558,11314,1.5438888888888889,3.142777777777778,1.5988888888888888,3.3,0,1,1,0
41,M,01:28:52,03:08:53,5332,11333,1.481111111111111,3.1480555555555556,1.6669444444444443,11.15,0,1,1,0
40,W,01:29:39,03:08:54,5379,11334,1.4941666666666666,3.1483333333333334,1.6541666666666666,9.6,1,1,1,0
37,M,01:26:48,03:09:02,5208,11342,1.4466666666666668,3.1505555555555556,1.7038888888888888,15.433333333333334,0,1,1,0
