age,gender,split,final,split_seconds,final_seconds,split_hours,final_hours,second_half_hours,slowdown_minutes,female,under_4h,under_3h30,negative_split
30,M,01:05:40,02:21:17,3940,8477,1.0944444444444446,2.354722222222222,1.2602777777777778,9.95,0,1,1,0
26,M,01:10:11,02:21:24,4211,8484,1.1697222222222223,2.3566666666666665,1.1869444444444444,1.0333333333333334,0,1,1,0
36,M,01:10:35,02:21:55,4235,8515,1.176388888888889,2.3652777777777776,1.1888888888888889,0.75,0,1,1,0
28,M,01:11:59,02:22:14,4319,8534,1.1997222222222221,2.3705555555555557,1.1708333333333334,-1.7333333333333334,0,1,1,1
31,M,01:05:54,02:22:20,3954,8540,1.0983333333333334,2.3722222222222222,1.2738888888888888,10.533333333333333,0,1,1,0
41,M,01:09:14,02:22:27,4154,8547,1.153888888888889,2.3741666666666665,1.2202777777777778,3.9833333333333334,0,1,1,0
24,M,01:11:18,02:22:55,4278,8575,1.1883333333333332,2.3819444444444446,1.1936111111111112,0.31666666666666665,0,1,1,0
26,M,01:10:17,02:22:56,4217,8576,1.1713888888888888,2.382222222222222,1.2108333333333334,2.3666666666666667,0,1,1,0
36,M,01:06:39,02:23:31,3999,8611,1.1108333333333333,2.3919444444444444,1.281111111111111,10.216666666666667,0,1,1,0
28,M,01:10:32,02:23:39,4232,8619,1.1755555555555555,2.3941666666666666,1.218611111111111,2.5833333333333335,0,1,1,0
29,M,01:12:25,02:23:48,4345,8628,1.2069444444444444,2.3966666666666665,1.1897222222222221,-1.0333333333333334,0,1,1,1
34,W,01:12:35,02:24:13,4355,8653,1.2097222222222221,2.403611111111111,1.193888888888889,-0.95,1,1,1,1
31,M,01:14:07,02:25:19,4447,8719,1.2352777777777777,2.4219444444444442,1.1866666666666668,-2.9166666666666665,0,1,1,1
39,W,01:13:13,02:25:37,4393,8737,1.2202777777777778,2.4269444444444446,1.2066666666666668,-0.8166666666666667,1,1,1,1
29,M,01:09:59,02:25:38,4199,8738,1.166388888888889,2.4272222222222224,1.2608333333333333,5.666666666666667,0,1,1,0
29,W,01:13:09,02:25:50,4389,8750,1.2191666666666667,2.4305555555555554,1.2113888888888888,-0.4666666666666667,1,1,1,1
31,M,01:13:24,02:25:56,4404,8756,1.2233333333333334,2.4322222222222223,1.208888888888889,-0.8666666666666667,0,1,1,1
30,M,01:11:51,02:26:15,4311,8775,1.1975,2.4375,1.24,2.55,0,1,1,0
30,M,01:08:34,02:26:36,4114,8796,1.1427777777777777,2.4433333333333334,1.3005555555555555,9.466666666666667,0,1,1,0
34,M,01:06:20,02:27:22,3980,8842,1.1055555555555556,2.456111111111111,1.3505555555555555,14.7,0,1,1,0
27,M,01:12:23,02:27:24,4343,8844,1.206388888888889,2.4566666666666666,1.2502777777777778,2.6333333333333333,0,1,1,0
23,M,01:13:42,02:27:32,4422,8852,1.2283333333333333,2.4588888888888887,1.2305555555555556,0.13333333333333333,0,1,1,0
37,M,01:12:10,02:28:08,4330,8888,1.2027777777777777,2.468888888888889,1.2661111111111112,3.8,0,1,1,0
36,W,01:12:57,02:28:13,4377,8893,1.2158333333333333,2.4702777777777776,1.2544444444444445,2.316666666666667,1,1,1,0
27,W,01:13:07,02:28:27,4387,8907,1.218611111111111,2.4741666666666666,1.2555555555555555,2.216666666666667,1,1,1,0
39,M,01:12:57,02:28:36,4377,8916,1.2158333333333333,2.4766666666666666,1.2608333333333333,2.7,0,1,1,0
38,M,01:13:08,02:28:51,4388,8931,1.218888888888889,2.4808333333333334,1.2619444444444445,2.5833333333333335,0,1,1,0
47,M,01:15:38,02:28:55,4538,8935,1.2605555555555557,2.4819444444444443,1.2213888888888889,-2.35,0,1,1,1
36,W,01:13:00,02:28:56,4380,8936,1.2166666666666666,2.482222222222222,1.2655555555555555,2.933333333333333,1,1,1,0
34,W,01:12:47,02:29:07,4367,8947,1.2130555555555556,2.4852777777777777,1.2722222222222221,3.55,1,1,1,0
24,W,01:13:39,02:29:10,4419,8950,1.2275,2.486111111111111,1.2586111111111111,1.8666666666666667,1,1,1,0
38,M,01:13:30,02:29:12,4410,8952,1.225,2.486666666666667,1.2616666666666667,2.2,0,1,1,0
35,M,01:12:52,02:29:15,4372,8955,1.2144444444444444,2.4875,1.2730555555555556,3.5166666666666666,0,1,1,0
35,M,01:13:51,02:29:35,4431,8975,1.2308333333333332,2.4930555555555554,1.2622222222222221,1.8833333333333333,0,1,1,0
39,M,01:12:41,02:29:35,4361,8975,1.2113888888888888,2.4930555555555554,1.2816666666666667,4.216666666666667,0,1,1,0
36,W,01:13:44,02:29:38,4424,8978,1.228888888888889,2.493888888888889,1.265,2.1666666666666665,1,1,1,0
33,M,01:13:40,02:29:52,4420,8992,1.2277777777777779,2.497777777777778,1.27,2.533333333333333,0,1,1,0
22,M,01:09:44,02:29:54,4184,8994,1.1622222222222223,2.4983333333333335,1.336111111111111,10.433333333333334,0,1,1,0
22,M,01:09:35,02:30:10,4175,9010,1.1597222222222223,2.5027777777777778,1.3430555555555554,11.0,0,1,1,0
35,W,01:14:04,02:30:10,4444,9010,1.2344444444444445,2.5027777777777778,1.2683333333333333,2.033333333333333,1,1,1,0
32,M,01:13:37,02:30:12,4417,9012,1.2269444444444444,2.5033333333333334,1.2763888888888888,2.966666666666667,0,1,1,0
33,M,01:13:00,02:30:20,4380,9020,1.2166666666666666,2.5055555555555555,1.288888888888889,4.333333333333333,0,1,1,0
34,W,01:13:28,02:30:20,4408,9020,1.2244444444444444,2.5055555555555555,1.281111111111111,3.4,1,1,1,0
36,M,01:14:28,02:30:41,4468,9041,1.241111111111111,2.511388888888889,1.2702777777777778,1.75,0,1,1,0
31,W,01:14:39,02:30:45,4479,9045,1.2441666666666666,2.5125,1.2683333333333333,1.45,1,1,1,0
23,W,01:13:42,02:30:46,4422,9046,1.2283333333333333,2.512777777777778,1.2844444444444445,3.3666666666666667,1,1,1,0
32,W,01:13:51,02:30:52,4431,9052,1.2308333333333332,2.5144444444444445,1.283611111111111,3.1666666666666665,1,1,1,0
38,W,01:14:22,02:30:55,4462,9055,1.2394444444444443,2.515277777777778,1.2758333333333334,2.183333333333333,1,1,1,0
31,M,01:13:13,02:31:01,4393,9061,1.2202777777777778,2.5169444444444444,1.2966666666666666,4.583333333333333,0,1,1,0
28,M,01:13:18,02:31:06,4398,9066,1.2216666666666667,2.5183333333333335,1.2966666666666666,4.5,0,1,1,0
37,W,01:13:29,02:31:06,4409,9066,1.2247222222222223,2.5183333333333335,1.293611111111111,4.133333333333334,1,1,1,0
30,M,01:14:56,02:31:10,4496,9070,1.248888888888889,2.5194444444444444,1.2705555555555557,1.3,0,1,1,0
27,M,01:13:52,02:31:13,4432,9073,1.231111111111111,2.520277777777778,1.2891666666666666,3.4833333333333334,0,1,1,0
34,M,01:14:07,02:31:18,4447,9078,1.2352777777777777,2.5216666666666665,1.2863888888888888,3.066666666666667,0,1,1,0
44,M,01:16:36,02:31:18,4596,9078,1.2766666666666666,2.5216666666666665,1.245,-1.9,0,1,1,1
31,M,01:14:40,02:31:34,4480,9094,1.2444444444444445,2.526111111111111,1.2816666666666667,2.2333333333333334,0,1,1,0
30,M,01:14:40,02:31:41,4480,9101,1.2444444444444445,2.5280555555555555,1.283611111111111,2.35,0,1,1,0
26,M,01:12:43,02:31:44,4363,9104,1.2119444444444445,2.528888888888889,1.3169444444444445,6.3,0,1,1,0
29,M,01:07:09,02:31:49,4029,9109,1.1191666666666666,2.5302777777777776,1.4111111111111112,17.516666666666666,0,1,1,0
34,M,01:14:59,02:32:05,4499,9125,1.2497222222222222,2.5347222222222223,1.285,2.1166666666666667,0,1,1,0
34,M,01:13:46,02:32:09,4426,9129,1.2294444444444443,2.535833333333333,1.3063888888888888,4.616666666666666,0,1,1,0
33,M,01:13:31,02:32:10,4411,9130,1.2252777777777777,2.536111111111111,1.3108333333333333,5.133333333333334,0,1,1,0
29,M,01:07:27,02:32:12,4047,9132,1.1241666666666668,2.5366666666666666,1.4125,17.3,0,1,1,0
24,M,01:13:16,02:32:15,4396,9135,1.221111111111111,2.5375,1.3163888888888888,5.716666666666667,0,1,1,0
28,M,01:14:04,02:32:15,4444,9135,1.2344444444444445,2.5375,1.3030555555555556,4.116666666666666,0,1,1,0
32,M,01:14:27,02:32:18,4467,9138,1.2408333333333332,2.5383333333333336,1.2975,3.4,0,1,1,0
33,M,01:15:59,02:32:27,4559,9147,1.2663888888888888,2.5408333333333335,1.2744444444444445,0.48333333333333334,0,1,1,0
25,M,01:15:16,02:32:35,4516,9155,1.2544444444444445,2.5430555555555556,1.2886111111111112,2.05,0,1,1,0
31,M,01:12:43,02:32:36,4363,9156,1.2119444444444445,2.5433333333333334,1.331388888888889,7.166666666666667,0,1,1,0
29,M,01:13:34,02:32:45,4414,9165,1.2261111111111112,2.5458333333333334,1.3197222222222222,5.616666666666666,0,1,1,0
33,M,01:12:57,02:32:54,4377,9174,1.2158333333333333,2.5483333333333333,1.3325,7.0,0,1,1,0
26,M,01:14:40,02:32:57,4480,9177,1.2444444444444445,2.549166666666667,1.3047222222222221,3.6166666666666667,0,1,1,0
31,M,01:15:02,02:33:15,4502,9195,1.2505555555555556,2.5541666666666667,1.303611111111111,3.183333333333333,0,1,1,0
29,M,01:14:41,02:33:19,4481,9199,1.2447222222222223,2.555277777777778,1.3105555555555555,3.95,0,1,1,0
27,M,01:15:06,02:33:24,4506,9204,1.2516666666666667,2.5566666666666666,1.305,3.2,0,1,1,0
34,M,01:14:12,02:33:26,4452,9206,1.2366666666666666,2.5572222222222223,1.3205555555555555,5.033333333333333,0,1,1,0
44,M,01:15:40,02:33:30,4540,9210,1.261111111111111,2.558333333333333,1.2972222222222223,2.1666666666666665,0,1,1,0
36,M,01:15:37,02:33:37,4537,9217,1.2602777777777778,2.560277777777778,1.3,2.3833333333333333,0,1,1,0
44,M,01:16:08,02:33:45,4568,9225,1.268888888888889,2.5625,1.293611111111111,1.4833333333333334,0,1,1,0
26,M,01:16:15,02:33:49,4575,9229,1.2708333333333333,2.5636111111111113,1.2927777777777778,1.3166666666666667,0,1,1,0
42,M,01:15:33,02:33:53,4533,9233,1.2591666666666668,2.564722222222222,1.3055555555555556,2.783333333333333,0,1,1,0
36,M,01:15:17,02:33:56,4517,9236,1.2547222222222223,2.5655555555555556,1.3108333333333333,3.3666666666666667,0,1,1,0
42,M,01:15:37,02:33:59,4537,9239,1.2602777777777778,2.566388888888889,1.306111111111111,2.75,0,1,1,0
35,M,01:15:30,02:34:03,4530,9243,1.2583333333333333,2.5675,1.3091666666666666,3.05,0,1,1,0
26,M,01:12:56,02:34:05,4376,9245,1.2155555555555555,2.5680555555555555,1.3525,8.216666666666667,0,1,1,0
26,M,01:15:19,02:34:06,4519,9246,1.2552777777777777,2.5683333333333334,1.3130555555555556,3.466666666666667,0,1,1,0
35,W,01:14:29,02:34:11,4469,9251,1.2413888888888889,2.569722222222222,1.3283333333333334,5.216666666666667,1,1,1,0
28,M,01:13:13,02:34:15,4393,9255,1.2202777777777778,2.5708333333333333,1.3505555555555555,7.816666666666666,0,1,1,0
41,M,01:16:56,02:34:18,4616,9258,1.2822222222222222,2.5716666666666668,1.2894444444444444,0.43333333333333335,0,1,1,0
25,M,01:14:28,02:34:21,4468,9261,1.241111111111111,2.5725,1.331388888888889,5.416666666666667,0,1,1,0
33,M,01:13:30,02:34:31,4410,9271,1.225,2.575277777777778,1.3502777777777777,7.516666666666667,0,1,1,0
25,M,01:13:51,02:34:33,4431,9273,1.2308333333333332,2.575833333333333,1.345,6.85,0,1,1,0
41,M,01:15:41,02:34:37,4541,9277,1.261388888888889,2.5769444444444445,1.3155555555555556,3.25,0,1,1,0
36,M,01:14:58,02:34:40,4498,9280,1.2494444444444444,2.577777777777778,1.3283333333333334,4.733333333333333,0,1,1,0
31,M,01:13:32,02:34:41,4412,9281,1.2255555555555555,2.5780555555555558,1.3525,7.616666666666666,0,1,1,0
24,M,01:15:26,02:34:42,4526,9282,1.2572222222222222,2.578333333333333,1.3211111111111111,3.8333333333333335,0,1,1,0
34,M,01:15:19,02:34:57,4519,9297,1.2552777777777777,2.5825,1.3272222222222223,4.316666666666666,0,1,1,0
36,W,01:15:38,02:34:58,4538,9298,1.2605555555555557,2.582777777777778,1.3222222222222222,3.7,1,1,1,0
23,M,01:15:09,02:35:01,4509,9301,1.2525,2.5836111111111113,1.3311111111111111,4.716666666666667,0,1,1,0
35,M,01:15:10,02:35:04,4510,9304,1.2527777777777778,2.5844444444444443,1.3316666666666668,4.733333333333333,0,1,1,0
34,M,01:14:00,02:35:05,4440,9305,1.2333333333333334,2.584722222222222,1.351388888888889,7.083333333333333,0,1,1,0
34,W,01:15:24,02:35:10,4524,9310,1.2566666666666666,2.5861111111111112,1.3294444444444444,4.366666666666666,1,1,1,0
38,M,01:12:39,02:35:10,4359,9310,1.2108333333333334,2.5861111111111112,1.3752777777777778,9.866666666666667,0,1,1,0
26,M,01:15:25,02:35:21,4525,9321,1.2569444444444444,2.589166666666667,1.3322222222222222,4.516666666666667,0,1,1,0
41,M,01:17:40,02:35:27,4660,9327,1.2944444444444445,2.5908333333333333,1.2963888888888888,0.11666666666666667,0,1,1,0
27,M,01:16:36,02:35:28,4596,9328,1.2766666666666666,2.591111111111111,1.3144444444444445,2.2666666666666666,0,1,1,0
36,W,01:15:19,02:35:28,4519,9328,1.2552777777777777,2.591111111111111,1.3358333333333334,4.833333333333333,1,1,1,0
35,M,01:15:12,02:35:30,4512,9330,1.2533333333333334,2.591666666666667,1.3383333333333334,5.1,0,1,1,0
34,M,01:14:15,02:35:33,4455,9333,1.2375,2.5925,1.355,7.05,0,1,1,0
24,M,01:15:14,02:35:35,4514,9335,1.2538888888888888,2.5930555555555554,1.3391666666666666,5.116666666666666,0,1,1,0
28,M,01:15:55,02:35:46,4555,9346,1.2652777777777777,2.596111111111111,1.3308333333333333,3.933333333333333,0,1,1,0
28,M,01:15:25,02:35:55,4525,9355,1.2569444444444444,2.598611111111111,1.3416666666666666,5.083333333333333,0,1,1,0
24,M,01:14:33,02:35:57,4473,9357,1.2425,2.5991666666666666,1.3566666666666667,6.85,0,1,1,0
34,M,01:16:03,02:36:04,4563,9364,1.2675,2.601111111111111,1.333611111111111,3.966666666666667,0,1,1,0
38,M,01:15:09,02:36:05,4509,9365,1.2525,2.6013888888888888,1.3488888888888888,5.783333333333333,0,1,1,0
31,M,01:17:28,02:36:08,4648,9368,1.291111111111111,2.602222222222222,1.3111111111111111,1.2,0,1,1,0
24,M,01:18:45,02:36:09,4725,9369,1.3125,2.6025,1.29,-1.35,0,1,1,1
38,M,01:13:44,02:36:11,4424,9371,1.228888888888889,2.6030555555555557,1.3741666666666668,8.716666666666667,0,1,1,0
34,M,01:17:16,02:36:16,4636,9376,1.2877777777777777,2.6044444444444443,1.3166666666666667,1.7333333333333334,0,1,1,0
32,M,01:17:28,02:36:19,4648,9379,1.291111111111111,2.605277777777778,1.3141666666666667,1.3833333333333333,0,1,1,0
29,M,01:16:53,02:36:33,4613,9393,1.281388888888889,2.609166666666667,1.3277777777777777,2.783333333333333,0,1,1,0
27,M,01:17:19,02:36:33,4639,9393,1.2886111111111112,2.609166666666667,1.3205555555555555,1.9166666666666667,0,1,1,0
28,M,01:16:59,02:36:35,4619,9395,1.2830555555555556,2.609722222222222,1.3266666666666667,2.6166666666666667,0,1,1,0
35,M,01:15:45,02:36:38,4545,9398,1.2625,2.6105555555555555,1.3480555555555556,5.133333333333334,0,1,1,0
30,M,01:16:33,02:36:42,4593,9402,1.2758333333333334,2.611666666666667,1.3358333333333334,3.6,0,1,1,0
31,M,01:14:55,02:36:42,4495,9402,1.2486111111111111,2.611666666666667,1.3630555555555555,6.866666666666666,0,1,1,0
29,M,01:18:40,02:36:42,4720,9402,1.3111111111111111,2.611666666666667,1.3005555555555555,-0.6333333333333333,0,1,1,1
33,M,01:16:46,02:36:43,4606,9403,1.2794444444444444,2.6119444444444446,1.3325,3.183333333333333,0,1,1,0
23,M,01:14:12,02:36:44,4452,9404,1.2366666666666666,2.612222222222222,1.3755555555555556,8.333333333333334,0,1,1,0
37,M,01:16:23,02:36:45,4583,9405,1.2730555555555556,2.6125,1.3394444444444444,3.9833333333333334,0,1,1,0
26,M,01:18:07,02:36:49,4687,9409,1.3019444444444443,2.613611111111111,1.3116666666666668,0.5833333333333334,0,1,1,0
24,M,01:18:47,02:36:50,4727,9410,1.3130555555555556,2.613888888888889,1.3008333333333333,-0.7333333333333333,0,1,1,1
38,M,01:10:04,02:36:50,4204,9410,1.1677777777777778,2.613888888888889,1.4461111111111111,16.7,0,1,1,0
33,M,01:15:27,02:37:03,4527,9423,1.2575,2.6175,1.36,6.15,0,1,1,0
41,M,01:18:19,02:37:05,4699,9425,1.3052777777777778,2.6180555555555554,1.3127777777777778,0.45,0,1,1,0
26,M,01:17:46,02:37:05,4666,9425,1.2961111111111112,2.6180555555555554,1.3219444444444444,1.55,0,1,1,0
26,M,01:17:20,02:37:20,4640,9440,1.288888888888889,2.6222222222222222,1.3333333333333333,2.6666666666666665,0,1,1,0
45,M,01:16:57,02:37:20,4617,9440,1.2825,2.6222222222222222,1.3397222222222223,3.433333333333333,0,1,1,0
30,M,01:16:27,02:37:23,4587,9443,1.2741666666666667,2.6230555555555557,1.3488888888888888,4.483333333333333,0,1,1,0
36,M,01:16:58,02:37:25,4618,9445,1.2827777777777778,2.623611111111111,1.3408333333333333,3.4833333333333334,0,1,1,0
33,M,01:13:59,02:37:32,4439,9452,1.2330555555555556,2.6255555555555556,1.3925,9.566666666666666,0,1,1,0
33,M,01:13:06,02:37:45,4386,9465,1.2183333333333333,2.629166666666667,1.4108333333333334,11.55,0,1,1,0
35,M,01:17:31,02:37:53,4651,9473,1.2919444444444443,2.631388888888889,1.3394444444444444,2.85,0,1,1,0
40,M,01:16:21,02:37:54,4581,9474,1.2725,2.631666666666667,1.3591666666666666,5.2,0,1,1,0
37,M,01:10:10,02:37:56,4210,9476,1.1694444444444445,2.632222222222222,1.4627777777777777,17.6,0,1,1,0
34,M,01:19:48,02:38:00,4788,9480,1.33,2.6333333333333333,1.3033333333333332,-1.6,0,1,1,1
32,M,01:15:30,02:38:01,4530,9481,1.2583333333333333,2.633611111111111,1.3752777777777778,7.016666666666667,0,1,1,0
35,M,01:19:03,02:38:02,4743,9482,1.3175,2.633888888888889,1.3163888888888888,-0.06666666666666667,0,1,1,1
38,M,01:17:28,02:38:12,4648,9492,1.291111111111111,2.6366666666666667,1.3455555555555556,3.2666666666666666,0,1,1,0
32,M,01:12:19,02:38:22,4339,9502,1.2052777777777777,2.6394444444444445,1.4341666666666666,13.733333333333333,0,1,1,0
40,M,01:17:41,02:38:29,4661,9509,1.2947222222222223,2.641388888888889,1.3466666666666667,3.1166666666666667,0,1,1,0
26,M,01:16:14,02:38:52,4574,9532,1.2705555555555557,2.647777777777778,1.3772222222222221,6.4,0,1,1,0
31,M,01:17:42,02:38:54,4662,9534,1.295,2.6483333333333334,1.3533333333333333,3.5,0,1,1,0
22,M,01:19:04,02:38:55,4744,9535,1.3177777777777777,2.6486111111111112,1.3308333333333333,0.7833333333333333,0,1,1,0
46,M,01:14:53,02:38:59,4493,9539,1.2480555555555555,2.649722222222222,1.4016666666666666,9.216666666666667,0,1,1,0
26,M,01:13:30,02:39:04,4410,9544,1.225,2.651111111111111,1.426111111111111,12.066666666666666,0,1,1,0
29,M,01:20:33,02:39:07,4833,9547,1.3425,2.6519444444444447,1.3094444444444444,-1.9833333333333334,0,1,1,1
28,M,01:17:48,02:39:08,4668,9548,1.2966666666666666,2.652222222222222,1.3555555555555556,3.533333333333333,0,1,1,0
32,M,01:17:30,02:39:12,4650,9552,1.2916666666666667,2.6533333333333333,1.3616666666666666,4.2,0,1,1,0
31,W,01:17:08,02:39:15,4628,9555,1.2855555555555556,2.654166666666667,1.368611111111111,4.983333333333333,1,1,1,0
33,M,01:16:54,02:39:19,4614,9559,1.2816666666666667,2.6552777777777776,1.3736111111111111,5.516666666666667,0,1,1,0
27,M,01:19:23,02:39:21,4763,9561,1.3230555555555557,2.6558333333333333,1.3327777777777778,0.5833333333333334,0,1,1,0
22,M,01:17:25,02:39:29,4645,9569,1.2902777777777779,2.6580555555555554,1.3677777777777778,4.65,0,1,1,0
30,M,01:16:47,02:39:36,4607,9576,1.2797222222222222,2.66,1.3802777777777777,6.033333333333333,0,1,1,0
37,M,01:15:40,02:39:44,4540,9584,1.261111111111111,2.6622222222222223,1.4011111111111112,8.4,0,1,1,0
26,M,01:14:07,02:39:50,4447,9590,1.2352777777777777,2.6638888888888888,1.428611111111111,11.6,0,1,1,0
40,M,01:18:24,02:39:51,4704,9591,1.3066666666666666,2.6641666666666666,1.3575,3.05,0,1,1,0
44,M,01:16:59,02:39:52,4619,9592,1.2830555555555556,2.6644444444444444,1.381388888888889,5.9,0,1,1,0
23,M,01:18:46,02:39:56,4726,9596,1.3127777777777778,2.6655555555555557,1.3527777777777779,2.4,0,1,1,0
40,M,01:17:58,02:39:59,4678,9599,1.2994444444444444,2.6663888888888887,1.3669444444444445,4.05,0,1,1,0
23,M,01:18:15,02:39:59,4695,9599,1.3041666666666667,2.6663888888888887,1.3622222222222222,3.4833333333333334,0,1,1,0
40,M,01:19:28,02:40:01,4768,9601,1.3244444444444445,2.6669444444444443,1.3425,1.0833333333333333,0,1,1,0
46,M,01:15:09,02:40:03,4509,9603,1.2525,2.6675,1.415,9.75,0,1,1,0
32,M,01:17:44,02:40:04,4664,9604,1.2955555555555556,2.667777777777778,1.3722222222222222,4.6,0,1,1,0
28,M,01:21:02,02:40:05,4862,9605,1.3505555555555555,2.6680555555555556,1.3175,-1.9833333333333334,0,1,1,1
27,M,01:19:37,02:40:07,4777,9607,1.3269444444444445,2.6686111111111113,1.3416666666666666,0.8833333333333333,0,1,1,0
40,M,01:19:01,02:40:09,4741,9609,1.3169444444444445,2.6691666666666665,1.3522222222222222,2.1166666666666667,0,1,1,0
33,M,01:19:48,02:40:09,4788,9609,1.33,2.6691666666666665,1.3391666666666666,0.55,0,1,1,0
40,M,01:17:47,02:40:11,4667,9611,1.2963888888888888,2.669722222222222,1.3733333333333333,4.616666666666666,0,1,1,0
23,W,01:20:25,02:40:12,4825,9612,1.3402777777777777,2.67,1.3297222222222222,-0.6333333333333333,1,1,1,1
38,M,01:19:53,02:40:15,4793,9615,1.331388888888889,2.6708333333333334,1.3394444444444444,0.48333333333333334,0,1,1,0
35,M,01:18:50,02:40:26,4730,9626,1.3138888888888889,2.673888888888889,1.36,2.7666666666666666,0,1,1,0
30,M,01:18:52,02:40:31,4732,9631,1.3144444444444445,2.6752777777777776,1.3608333333333333,2.783333333333333,0,1,1,0
33,M,01:18:35,02:40:32,4715,9632,1.3097222222222222,2.6755555555555555,1.3658333333333332,3.3666666666666667,0,1,1,0
26,M,01:16:02,02:40:41,4562,9641,1.2672222222222222,2.6780555555555554,1.4108333333333334,8.616666666666667,0,1,1,0
24,M,01:18:35,02:40:47,4715,9647,1.3097222222222222,2.6797222222222223,1.37,3.6166666666666667,0,1,1,0
53,M,01:15:11,02:40:49,4511,9649,1.2530555555555556,2.680277777777778,1.4272222222222222,10.45,0,1,1,0
37,M,01:17:57,02:40:51,4677,9651,1.2991666666666666,2.680833333333333,1.3816666666666666,4.95,0,1,1,0
34,M,01:17:42,02:40:53,4662,9653,1.295,2.681388888888889,1.386388888888889,5.483333333333333,0,1,1,0
31,M,01:17:57,02:40:56,4677,9656,1.2991666666666666,2.6822222222222223,1.3830555555555555,5.033333333333333,0,1,1,0
42,M,01:20:09,02:41:00,4809,9660,1.3358333333333334,2.683333333333333,1.3475,0.7,0,1,1,0
41,M,01:19:48,02:41:16,4788,9676,1.33,2.687777777777778,1.3577777777777778,1.6666666666666667,0,1,1,0
35,W,01:18:19,02:41:16,4699,9676,1.3052777777777778,2.687777777777778,1.3825,4.633333333333334,1,1,1,0
44,M,01:19:12,02:41:17,4752,9677,1.32,2.6880555555555556,1.3680555555555556,2.8833333333333333,0,1,1,0
33,M,01:14:57,02:41:17,4497,9677,1.2491666666666668,2.6880555555555556,1.4388888888888889,11.383333333333333,0,1,1,0
36,M,01:18:39,02:41:25,4719,9685,1.3108333333333333,2.6902777777777778,1.3794444444444445,4.116666666666666,0,1,1,0
44,M,01:19:34,02:41:26,4774,9686,1.326111111111111,2.6905555555555556,1.3644444444444443,2.3,0,1,1,0
34,M,01:18:47,02:41:32,4727,9692,1.3130555555555556,2.692222222222222,1.3791666666666667,3.966666666666667,0,1,1,0
39,M,01:14:44,02:41:33,4484,9693,1.2455555555555555,2.6925,1.4469444444444444,12.083333333333334,0,1,1,0
30,M,01:18:28,02:41:36,4708,9696,1.3077777777777777,2.6933333333333334,1.3855555555555557,4.666666666666667,0,1,1,0
40,M,01:18:15,02:41:59,4695,9719,1.3041666666666667,2.6997222222222224,1.3955555555555557,5.483333333333333,0,1,1,0
32,M,01:17:29,02:42:01,4649,9721,1.291388888888889,2.700277777777778,1.4088888888888889,7.05,0,1,1,0
18,W,01:18:03,02:42:06,4683,9726,1.3008333333333333,2.7016666666666667,1.4008333333333334,6.0,1,1,1,0
40,M,01:17:48,02:42:06,4668,9726,1.2966666666666666,2.7016666666666667,1.405,6.5,0,1,1,0
25,M,01:19:00,02:42:08,4740,9728,1.3166666666666667,2.7022222222222223,1.3855555555555557,4.133333333333334,0,1,1,0
31,M,01:15:20,02:42:10,4520,9730,1.2555555555555555,2.702777777777778,1.4472222222222222,11.5,0,1,1,0
